{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': 'Feb 17 06:00', 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': 'Feb 17 06:00', 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 17, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 18, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 18, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
{'route_id': 'Route00001', 'start_location': 'Sydney', 'end_location': 'Darwin', 'departure_time': datetime.datetime(2024, 2, 19, 6, 0), 'expected_arrival_time': None, 'assigned_truck': None}
